"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",11.2363,"1","33","0","1-2 Year","Yes","medium","124",94,"0"
"Male",7.2363,"1","9","1","1-2 Year","No","medium","26",165,"0"
"Male",0.2363,"1","4","0","1-2 Year","Yes","medium","156",273,"0"
"Male",4.2363,"1","23","1","1-2 Year","No","medium","124",169,"0"
"Male",-14.7637,"1","28","0","< 1 Year","Yes","medium","122",238,"0"
"Female",-14.7637,"1","50","1","< 1 Year","No","medium","152",253,"0"
"Female",35.2363,"1","28","0","> 2 Years","Yes","medium","122",140,"0"
"Female",-11.7637,"1","12","1","< 1 Year","No","medium","152",176,"0"
"Male",-17.7637,"1","28","0","< 1 Year","Yes","high","160",34,"0"
"Female",-8.7637,"1","28","1","< 1 Year","No","medium","152",111,"0"
"Male",16.2363,"1","7","0","1-2 Year","Yes","medium","124",109,"0"
"Female",-11.7637,"1","8","1","< 1 Year","No","medium","152",115,"0"
"Female",-11.7637,"1","28","1","< 1 Year","No","high","152",201,"0"
"Female",10.2363,"1","28","0","1-2 Year","Yes","high","26",53,"0"
"Male",-11.7637,"1","8","1","< 1 Year","No","medium","152",281,"0"
"Female",-14.7637,"1","28","1","< 1 Year","No","low","152",73,"0"
"Male",-16.7637,"1","29","0","< 1 Year","Yes","medium","152",228,"0"
"Female",-16.7637,"1","17","1","< 1 Year","No","high","152",281,"0"
"Male",-14.7637,"1","8","1","< 1 Year","No","high","151",86,"0"
"Male",7.2363,"1","23","0","1-2 Year","Yes","medium","154",132,"0"
"Male",-7.7637,"1","41","0","< 1 Year","Yes","medium","124",283,"1"
"Male",-11.7637,"1","50","1","< 1 Year","No","medium","152",32,"0"
"Male",5.2363,"1","41","0","1-2 Year","Yes","medium","26",182,"0"
"Male",31.2363,"1","28","1","1-2 Year","No","medium","26",158,"0"
"Male",3.2363,"1","2","1","1-2 Year","No","medium","152",198,"0"
"Female",-17.7637,"1","36","0","< 1 Year","No","medium","152",58,"0"
"Female",35.2363,"1","11","0","> 2 Years","Yes","medium","122",228,"0"
"Female",13.2363,"1","28","0","> 2 Years","Yes","low","122",101,"0"
"Female",-13.7637,"1","32","0","< 1 Year","No","medium","152",160,"0"
"Male",40.2363,"1","18","1","1-2 Year","No","low","26",237,"0"
"Male",9.2363,"1","46","0","1-2 Year","Yes","high","26",99,"1"
"Male",16.2363,"1","28","0","> 2 Years","Yes","medium","26",51,"0"
"Female",-15.7637,"1","10","0","< 1 Year","No","low","151",68,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","medium","4",127,"0"
"Female",-2.7637,"1","50","1","1-2 Year","No","low","152",112,"0"
"Female",-14.7637,"1","27","0","< 1 Year","Yes","high","152",242,"0"
"Male",32.2363,"1","28","1","1-2 Year","No","high","26",294,"0"
"Female",-13.7637,"1","16","1","< 1 Year","No","low","152",136,"0"
"Female",-14.7637,"1","11","1","< 1 Year","No","medium","152",125,"0"
"Male",8.2363,"1","28","1","1-2 Year","No","medium","124",155,"0"
"Male",2.2363,"1","0","0","1-2 Year","Yes","low","26",169,"0"
"Female",21.2363,"1","8","0","1-2 Year","Yes","medium","26",270,"1"
"Male",15.2363,"1","28","0","1-2 Year","Yes","low","24",274,"0"
"Female",-18.7637,"1","3","1","< 1 Year","No","medium","160",19,"0"
"Male",-17.7637,"1","33","1","< 1 Year","Yes","medium","152",176,"0"
"Male",-17.7637,"1","46","1","< 1 Year","No","medium","160",143,"0"
"Female",32.2363,"1","50","0","1-2 Year","Yes","medium","8",235,"0"
"Male",3.2363,"1","28","1","1-2 Year","No","high","124",100,"0"
"Male",8.2363,"1","15","1","1-2 Year","Yes","low","160",287,"0"
"Male",21.2363,"1","8","0","> 2 Years","Yes","high","124",47,"0"
"Male",-15.7637,"1","30","1","< 1 Year","No","medium","152",55,"0"
"Female",33.2363,"1","28","0","1-2 Year","Yes","high","26",132,"0"
"Female",14.2363,"1","37","1","1-2 Year","No","medium","26",156,"0"
"Male",-14.7637,"1","15","0","< 1 Year","No","medium","152",233,"0"
"Female",29.2363,"1","8","0","1-2 Year","Yes","high","26",142,"1"
"Female",4.2363,"1","28","0","1-2 Year","Yes","high","26",276,"0"
"Male",12.2363,"1","28","0","1-2 Year","Yes","high","26",130,"1"
"Male",-5.7637,"1","28","0","< 1 Year","Yes","high","124",155,"1"
"Female",-0.7637,"1","36","1","1-2 Year","No","medium","152",38,"0"
"Male",-13.7637,"1","21","1","< 1 Year","No","medium","152",111,"0"
"Female",-12.7637,"1","23","1","< 1 Year","No","low","160",27,"0"
"Male",-14.7637,"1","28","1","< 1 Year","No","medium","152",114,"0"
"Male",40.2363,"1","46","1","1-2 Year","No","medium","11",12,"0"
"Female",-16.7637,"1","43","1","< 1 Year","No","high","152",97,"0"
"Male",-4.7637,"1","49","1","1-2 Year","Yes","medium","124",273,"0"
"Female",-16.7637,"1","12","1","< 1 Year","Yes","medium","152",264,"0"
"Female",-17.7637,"1","26","0","< 1 Year","Yes","medium","152",203,"0"
"Male",12.2363,"1","46","1","1-2 Year","No","low","120",17,"0"
"Male",3.2363,"1","28","0","> 2 Years","Yes","high","26",216,"0"
"Female",-18.7637,"1","29","1","< 1 Year","No","low","160",247,"0"
"Female",-10.7637,"1","15","1","< 1 Year","No","medium","152",24,"0"
"Female",34.2363,"1","35","0","1-2 Year","Yes","medium","10",177,"0"
"Male",-16.7637,"1","15","0","< 1 Year","Yes","medium","152",123,"0"
"Female",14.2363,"1","8","0","1-2 Year","Yes","high","26",273,"0"
"Male",14.2363,"1","1","0","1-2 Year","Yes","low","124",193,"0"
"Male",4.2363,"1","8","0","1-2 Year","Yes","medium","26",267,"1"
"Female",-8.7637,"1","21","0","< 1 Year","Yes","medium","152",280,"0"
"Male",16.2363,"1","1","1","1-2 Year","No","low","124",212,"0"
"Female",-13.7637,"1","15","1","< 1 Year","No","medium","152",39,"0"
"Female",0.2363,"1","38","0","1-2 Year","Yes","medium","124",184,"0"
"Male",18.2363,"1","21","1","1-2 Year","No","medium","124",199,"0"
"Male",-14.7637,"1","24","0","< 1 Year","Yes","medium","26",149,"0"
"Female",-2.7637,"1","50","1","1-2 Year","No","medium","26",82,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","high","154",177,"0"
"Male",7.2363,"1","46","0","1-2 Year","Yes","medium","11",72,"1"
"Male",19.2363,"1","20","0","1-2 Year","Yes","low","26",53,"1"
"Female",19.2363,"1","31","0","1-2 Year","No","low","9",45,"0"
"Male",-17.7637,"1","29","1","< 1 Year","No","high","152",283,"0"
"Male",-12.7637,"1","41","1","< 1 Year","No","medium","152",42,"0"
"Female",5.2363,"1","16","0","1-2 Year","No","low","152",50,"0"
"Male",-18.7637,"1","13","0","< 1 Year","Yes","low","160",182,"0"
"Male",18.2363,"1","28","0","1-2 Year","Yes","medium","124",72,"0"
"Male",7.2363,"1","14","0","1-2 Year","Yes","low","124",47,"0"
"Female",-17.7637,"1","15","0","< 1 Year","Yes","high","160",149,"0"
"Male",-9.7637,"1","41","1","< 1 Year","No","medium","152",208,"0"
"Female",-17.7637,"1","27","0","< 1 Year","Yes","medium","152",64,"0"
"Male",-17.7637,"1","28","1","< 1 Year","Yes","medium","152",266,"0"
"Male",1.2363,"1","35","0","1-2 Year","Yes","medium","124",246,"1"
"Male",25.2363,"1","28","0","1-2 Year","No","high","26",103,"0"
"Male",-17.7637,"1","8","1","< 1 Year","No","medium","160",33,"0"
"Male",4.2363,"1","45","0","> 2 Years","Yes","medium","124",272,"0"
"Female",34.2363,"1","28","0","1-2 Year","Yes","low","122",103,"0"
"Male",-8.7637,"1","6","1","< 1 Year","No","medium","152",169,"0"
"Female",-14.7637,"1","15","0","< 1 Year","No","high","151",161,"1"
"Male",15.2363,"1","28","0","1-2 Year","No","high","124",269,"0"
"Female",-7.7637,"1","36","1","< 1 Year","No","medium","152",144,"0"
"Female",-13.7637,"1","9","1","< 1 Year","No","high","152",42,"0"
"Female",-7.7637,"1","8","0","1-2 Year","Yes","medium","154",107,"1"
"Male",-8.7637,"1","18","1","< 1 Year","No","high","152",96,"0"
"Female",-12.7637,"1","3","0","< 1 Year","Yes","low","160",217,"0"
"Male",-16.7637,"1","46","0","< 1 Year","Yes","medium","160",229,"0"
"Male",14.2363,"1","28","0","1-2 Year","No","high","124",227,"0"
"Male",12.2363,"1","8","0","1-2 Year","Yes","medium","26",161,"0"
"Female",-2.7637,"1","12","0","1-2 Year","Yes","medium","124",48,"1"
"Male",2.2363,"1","28","1","1-2 Year","No","medium","124",185,"0"
"Female",-6.7637,"1","4","0","1-2 Year","Yes","low","156",35,"0"
"Female",-16.7637,"1","28","0","< 1 Year","Yes","medium","152",38,"1"
"Female",1.2363,"1","3","1","1-2 Year","No","medium","124",74,"0"
"Female",-15.7637,"1","41","0","< 1 Year","Yes","high","152",12,"0"
"Female",-8.7637,"1","15","0","< 1 Year","No","high","152",235,"0"
"Female",-16.7637,"1","2","1","< 1 Year","No","medium","152",11,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","high","124",143,"0"
"Female",-13.7637,"1","41","1","< 1 Year","No","high","153",266,"0"
"Male",-18.7637,"1","46","1","< 1 Year","No","medium","160",16,"0"
"Male",-8.7637,"1","3","0","< 1 Year","Yes","low","124",259,"1"
"Male",-13.7637,"1","14","1","< 1 Year","No","medium","152",207,"0"
"Female",13.2363,"1","48","0","1-2 Year","Yes","low","124",143,"0"
"Male",-15.7637,"1","50","0","< 1 Year","Yes","medium","160",241,"0"
"Female",-16.7637,"1","30","1","< 1 Year","No","high","152",51,"0"
"Female",39.2363,"1","28","1","1-2 Year","No","high","122",203,"0"
"Male",3.2363,"1","50","0","1-2 Year","Yes","medium","8",19,"0"
"Male",16.2363,"1","0","0","1-2 Year","Yes","low","124",11,"1"
"Male",16.2363,"1","28","1","1-2 Year","No","high","26",43,"0"
"Male",-0.7637,"1","28","0","1-2 Year","Yes","high","124",23,"0"
"Male",-15.7637,"1","15","1","< 1 Year","No","medium","152",64,"0"
"Female",-5.7637,"1","30","1","< 1 Year","No","medium","152",174,"0"
"Male",0.2363,"1","48","1","1-2 Year","No","low","154",185,"0"
"Female",32.2363,"1","50","1","1-2 Year","Yes","high","17",249,"0"
"Female",6.2363,"1","41","0","1-2 Year","Yes","high","26",214,"0"
"Male",-12.7637,"1","41","1","1-2 Year","No","medium","124",35,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","low","125",125,"0"
"Female",2.2363,"1","28","1","1-2 Year","No","high","122",118,"0"
"Male",19.2363,"1","24","1","1-2 Year","No","medium","145",27,"0"
"Male",-15.7637,"1","28","1","< 1 Year","No","medium","152",204,"0"
"Female",-10.7637,"1","28","0","< 1 Year","Yes","high","152",275,"0"
"Male",-16.7637,"1","28","0","< 1 Year","Yes","low","156",89,"0"
"Female",-18.7637,"1","15","1","< 1 Year","No","medium","160",27,"0"
"Female",-12.7637,"1","13","1","< 1 Year","No","low","152",236,"0"
"Male",33.2363,"1","28","0","1-2 Year","Yes","high","13",174,"0"
"Female",33.2363,"1","30","1","1-2 Year","No","high","124",83,"0"
"Female",17.2363,"1","28","0","> 2 Years","Yes","high","26",251,"1"
"Male",-9.7637,"1","28","1","< 1 Year","No","high","152",245,"0"
"Female",-8.7637,"1","26","0","< 1 Year","Yes","medium","152",208,"0"
"Female",2.2363,"1","28","0","1-2 Year","Yes","medium","26",146,"0"
"Female",8.2363,"1","28","0","1-2 Year","Yes","medium","26",97,"1"
"Female",-12.7637,"1","27","1","< 1 Year","No","low","152",150,"0"
"Male",13.2363,"1","28","0","1-2 Year","Yes","high","154",81,"0"
"Male",-17.7637,"1","43","0","< 1 Year","Yes","medium","160",241,"0"
"Male",-9.7637,"1","28","1","< 1 Year","No","medium","152",27,"0"
"Male",16.2363,"1","28","0","1-2 Year","Yes","medium","124",248,"0"
"Female",-18.7637,"1","36","1","< 1 Year","No","high","160",31,"0"
"Male",35.2363,"1","28","0","> 2 Years","Yes","high","122",198,"0"
"Male",-12.7637,"1","50","1","< 1 Year","No","medium","152",141,"0"
"Male",8.2363,"1","28","0","1-2 Year","Yes","medium","26",43,"0"
"Male",0.2363,"1","0","0","1-2 Year","Yes","low","124",104,"1"
"Male",-11.7637,"1","34","0","< 1 Year","Yes","medium","152",47,"0"
"Male",5.2363,"1","33","0","1-2 Year","Yes","medium","124",96,"0"
"Female",13.2363,"1","41","0","> 2 Years","Yes","medium","26",58,"0"
"Male",-2.7637,"1","29","1","1-2 Year","No","medium","31",289,"0"
"Male",31.2363,"1","28","1","1-2 Year","No","medium","163",104,"0"
"Male",-13.7637,"1","14","1","< 1 Year","No","medium","152",243,"0"
"Male",41.2363,"1","28","1","1-2 Year","No","medium","26",83,"0"
"Male",27.2363,"1","28","1","1-2 Year","No","medium","26",236,"0"
"Male",-5.7637,"1","29","0","1-2 Year","Yes","medium","124",99,"1"
"Female",9.2363,"1","7","1","1-2 Year","No","high","91",161,"0"
"Female",-14.7637,"1","45","0","< 1 Year","Yes","medium","152",169,"0"
"Female",-10.7637,"1","30","0","< 1 Year","Yes","medium","152",106,"1"
"Female",-11.7637,"1","15","0","< 1 Year","No","medium","152",135,"0"
"Male",-11.7637,"1","15","1","< 1 Year","No","medium","151",205,"0"
"Male",-11.7637,"1","41","1","< 1 Year","No","medium","152",191,"0"
"Female",-12.7637,"1","28","0","< 1 Year","Yes","medium","152",157,"0"
"Male",16.2363,"1","45","1","1-2 Year","No","low","24",277,"0"
"Male",-10.7637,"1","11","0","< 1 Year","Yes","low","156",126,"1"
"Male",-2.7637,"1","37","0","1-2 Year","Yes","medium","124",117,"0"
"Male",-11.7637,"1","30","1","< 1 Year","No","low","152",219,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","high","26",47,"0"
"Male",37.2363,"1","29","0","> 2 Years","Yes","medium","135",140,"0"
"Male",1.2363,"1","18","0","1-2 Year","Yes","medium","124",68,"1"
"Female",-9.7637,"1","41","1","< 1 Year","No","medium","152",11,"0"
"Female",5.2363,"1","9","0","1-2 Year","Yes","high","26",26,"0"
"Male",-14.7637,"1","8","1","< 1 Year","No","low","152",36,"0"
"Male",13.2363,"1","28","0","1-2 Year","No","high","122",18,"0"
"Female",-18.7637,"1","41","0","< 1 Year","No","low","160",109,"1"
"Male",14.2363,"1","11","1","1-2 Year","Yes","medium","124",136,"0"
"Female",34.2363,"1","29","0","1-2 Year","Yes","high","26",77,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","high","26",161,"0"
"Male",25.2363,"1","28","0","1-2 Year","Yes","high","122",119,"0"
"Male",-8.7637,"1","29","1","< 1 Year","No","high","152",122,"0"
"Female",-3.7637,"1","15","0","1-2 Year","Yes","medium","124",111,"0"
"Male",4.2363,"1","43","0","1-2 Year","Yes","high","124",18,"0"
"Female",-15.7637,"1","49","0","< 1 Year","No","low","160",163,"0"
"Female",7.2363,"1","28","0","1-2 Year","Yes","high","26",68,"1"
"Female",-11.7637,"1","33","1","< 1 Year","No","medium","152",197,"0"
"Female",-0.7637,"1","28","0","1-2 Year","Yes","high","124",13,"1"
"Female",-2.7637,"1","28","0","1-2 Year","Yes","high","26",209,"0"
"Female",-14.7637,"1","8","0","< 1 Year","Yes","medium","152",92,"0"
"Male",32.2363,"1","28","0","1-2 Year","Yes","medium","26",92,"0"
"Male",-9.7637,"1","28","0","1-2 Year","Yes","low","157",111,"0"
"Male",-17.7637,"1","47","0","< 1 Year","Yes","medium","152",284,"0"
"Female",-17.7637,"1","46","1","< 1 Year","No","medium","152",185,"0"
"Male",-4.7637,"1","28","0","1-2 Year","Yes","medium","26",47,"1"
"Male",27.2363,"1","28","0","1-2 Year","Yes","medium","26",247,"0"
"Male",-17.7637,"1","33","1","< 1 Year","No","medium","152",195,"0"
"Male",-3.7637,"1","28","0","1-2 Year","Yes","medium","124",176,"0"
"Male",-14.7637,"1","50","0","< 1 Year","Yes","high","152",272,"0"
"Female",-3.7637,"1","41","1","1-2 Year","No","low","160",299,"0"
"Male",-0.7637,"1","11","0","1-2 Year","Yes","low","157",255,"1"
"Female",-17.7637,"1","39","0","< 1 Year","Yes","medium","160",209,"0"
"Male",-14.7637,"1","14","1","< 1 Year","No","medium","152",92,"0"
"Female",-15.7637,"1","39","1","< 1 Year","No","low","152",232,"0"
"Female",-7.7637,"1","41","0","< 1 Year","Yes","medium","152",167,"1"
"Female",-12.7637,"1","24","0","< 1 Year","Yes","medium","26",102,"0"
"Female",35.2363,"1","38","0","1-2 Year","Yes","low","26",159,"0"
"Male",2.2363,"1","46","0","1-2 Year","Yes","medium","26",53,"0"
"Male",16.2363,"1","28","0","1-2 Year","No","high","26",83,"0"
"Male",-17.7637,"1","24","1","< 1 Year","No","low","160",226,"0"
"Male",15.2363,"1","28","0","1-2 Year","Yes","high","26",83,"1"
"Female",22.2363,"1","28","1","1-2 Year","No","high","26",34,"0"
"Female",-17.7637,"1","28","0","1-2 Year","Yes","high","154",286,"0"
"Female",-11.7637,"1","41","1","< 1 Year","No","medium","152",145,"0"
"Female",-8.7637,"1","28","0","< 1 Year","Yes","medium","124",47,"0"
"Male",17.2363,"1","4","1","1-2 Year","No","medium","124",234,"0"
"Male",-0.7637,"1","1","0","1-2 Year","Yes","low","124",213,"0"
"Male",-14.7637,"1","14","1","< 1 Year","No","low","152",163,"0"
"Male",-15.7637,"1","47","1","< 1 Year","No","medium","152",93,"0"
"Female",-18.7637,"1","28","0","1-2 Year","Yes","medium","124",26,"0"
"Female",-14.7637,"1","26","1","< 1 Year","No","high","152",49,"0"
"Female",-15.7637,"1","28","0","1-2 Year","Yes","high","156",130,"1"
"Female",-15.7637,"1","41","0","< 1 Year","Yes","medium","152",232,"0"
"Female",-14.7637,"1","8","0","< 1 Year","Yes","high","152",143,"0"
"Male",-14.7637,"1","33","1","< 1 Year","No","medium","152",49,"0"
"Female",-3.7637,"1","28","0","1-2 Year","Yes","high","124",171,"1"
"Male",-18.7637,"1","8","0","< 1 Year","Yes","high","160",58,"0"
"Female",15.2363,"1","18","0","1-2 Year","Yes","low","154",12,"1"
"Male",12.2363,"1","47","1","1-2 Year","No","medium","26",189,"0"
"Male",3.2363,"1","46","0","1-2 Year","Yes","low","26",274,"0"
"Male",-16.7637,"1","11","0","1-2 Year","Yes","medium","26",25,"0"
"Male",-17.7637,"1","17","1","< 1 Year","No","medium","152",214,"0"
"Male",18.2363,"1","28","0","1-2 Year","Yes","high","26",174,"0"
"Male",14.2363,"1","8","0","1-2 Year","Yes","low","26",98,"0"
"Female",32.2363,"1","8","1","1-2 Year","No","low","7",202,"0"
"Male",-17.7637,"1","47","0","< 1 Year","Yes","high","152",111,"0"
"Male",7.2363,"1","28","0","1-2 Year","Yes","high","26",259,"1"
"Male",-15.7637,"1","36","0","< 1 Year","Yes","medium","124",143,"0"
"Female",27.2363,"1","35","0","1-2 Year","Yes","low","124",215,"1"
"Female",-17.7637,"1","30","1","< 1 Year","No","high","152",287,"0"
"Male",2.2363,"1","41","0","1-2 Year","No","medium","156",170,"0"
"Male",10.2363,"1","28","0","1-2 Year","Yes","medium","13",266,"1"
"Female",7.2363,"1","28","1","1-2 Year","No","low","154",296,"0"
"Male",-16.7637,"1","22","1","< 1 Year","No","high","152",15,"0"
"Female",12.2363,"1","28","0","1-2 Year","Yes","high","26",282,"0"
"Female",-2.7637,"1","28","0","1-2 Year","Yes","high","26",217,"0"
"Female",7.2363,"1","50","0","1-2 Year","Yes","high","25",41,"0"
"Male",-16.7637,"1","8","1","< 1 Year","No","high","152",16,"0"
"Female",-9.7637,"1","28","1","< 1 Year","No","medium","152",136,"0"
"Male",-13.7637,"1","29","1","< 1 Year","No","medium","152",164,"0"
"Female",6.2363,"1","50","1","1-2 Year","No","medium","152",163,"0"
"Female",-13.7637,"1","8","1","< 1 Year","No","medium","152",203,"0"
"Male",-9.7637,"1","28","1","< 1 Year","No","medium","152",293,"0"
"Male",27.2363,"1","27","0","1-2 Year","Yes","medium","124",121,"0"
"Female",-17.7637,"1","19","1","< 1 Year","No","low","160",285,"0"
"Female",8.2363,"1","28","0","1-2 Year","Yes","high","26",261,"1"
"Female",35.2363,"1","8","1","1-2 Year","Yes","medium","30",155,"0"
"Male",-18.7637,"1","47","0","< 1 Year","Yes","medium","160",28,"0"
"Male",-15.7637,"1","8","0","< 1 Year","Yes","medium","152",278,"0"
"Female",-16.7637,"1","45","1","< 1 Year","Yes","low","152",127,"0"
"Male",-17.7637,"1","43","0","< 1 Year","Yes","low","163",165,"0"
"Male",35.2363,"1","8","0","1-2 Year","Yes","medium","124",45,"0"
"Female",-15.7637,"1","41","1","< 1 Year","No","low","152",67,"0"
"Male",17.2363,"1","9","0","1-2 Year","Yes","medium","59",118,"0"
"Male",-14.7637,"1","6","1","< 1 Year","No","low","152",163,"0"
"Female",20.2363,"1","28","1","1-2 Year","No","high","124",145,"0"
"Female",3.2363,"1","35","0","1-2 Year","Yes","high","26",54,"1"
"Male",7.2363,"1","35","1","1-2 Year","No","low","157",112,"0"
"Male",-14.7637,"1","8","1","< 1 Year","No","medium","152",99,"0"
"Male",-9.7637,"1","31","0","1-2 Year","Yes","low","154",216,"0"
"Female",-14.7637,"1","32","0","< 1 Year","Yes","medium","160",141,"0"
"Female",-11.7637,"1","23","1","< 1 Year","No","medium","160",200,"0"
"Female",-13.7637,"1","39","0","< 1 Year","Yes","medium","152",248,"0"
"Female",16.2363,"1","37","0","1-2 Year","Yes","low","30",290,"0"
"Female",-16.7637,"1","29","1","< 1 Year","No","high","152",131,"0"
"Male",4.2363,"1","19","0","1-2 Year","Yes","high","124",101,"0"
"Female",-12.7637,"1","33","1","< 1 Year","Yes","low","152",48,"0"
"Male",6.2363,"1","47","0","1-2 Year","Yes","medium","122",77,"0"
"Female",-15.7637,"1","17","1","< 1 Year","No","high","152",70,"0"
"Female",21.2363,"1","33","0","1-2 Year","Yes","medium","122",126,"0"
"Female",2.2363,"1","41","0","1-2 Year","Yes","medium","124",117,"0"
"Female",-15.7637,"1","32","1","< 1 Year","No","medium","152",191,"0"
"Female",-15.7637,"1","27","1","< 1 Year","No","high","152",177,"0"
